
   Spacecraft1.ElapsedTime      AzVelChile        AzVelPalma       AzVelHawaii        AzVelSALT          AzVelDAG
           0.066666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.068055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.069444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.070833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.072222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.073611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.075000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.076388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.077777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.079166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.080555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.081944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.083333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.084722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.086111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.087500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.088888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.090277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.091666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.093055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.094444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.095833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.097222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.098611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.100000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.101388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.102777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.104166667          34.367151756       0.000000000       0.000000000       0.000000000       0.000000000
           0.105555556          35.304426096       0.000000000       0.000000000       0.000000000       0.000000000
           0.106944444          36.242969456       0.000000000       0.000000000       0.000000000       0.000000000
           0.108333333          37.179232608       0.000000000       0.000000000       0.000000000       0.000000000
           0.109722222          38.109315235       0.000000000       0.000000000       0.000000000       0.000000000
           0.111111111          39.028974023       0.000000000       0.000000000       0.000000000       0.000000000
           0.112500000          39.933639191       0.000000000       0.000000000       0.000000000       0.000000000
           0.113888889          40.818440375       0.000000000       0.000000000       0.000000000       0.000000000
           0.115277778          41.678242859       0.000000000       0.000000000       0.000000000       0.000000000
           0.116666667          42.507694625       0.000000000       0.000000000       0.000000000       0.000000000
           0.118055556          43.301284464       0.000000000       0.000000000       0.000000000       0.000000000
           0.119444444          44.053410906       0.000000000       0.000000000       0.000000000       0.000000000
           0.120833333          44.758461255       0.000000000       0.000000000       0.000000000       0.000000000
           0.122222222          45.410899406       0.000000000       0.000000000       0.000000000       0.000000000
           0.123611111          46.005360579       0.000000000       0.000000000       0.000000000       0.000000000
           0.125000000          46.536750523       0.000000000       0.000000000       0.000000000       0.000000000
           0.126388889          47.000346229       0.000000000       0.000000000       0.000000000       0.000000000
           0.127777778          47.391894809       0.000000000       0.000000000       0.000000000       0.000000000
           0.129166667          47.707706959       0.000000000       0.000000000       0.000000000       0.000000000
           0.130555556          47.944741349       0.000000000       0.000000000       0.000000000       0.000000000
           0.131944444          48.100676478       0.000000000       0.000000000       0.000000000       0.000000000
           0.133333333          48.173966883       0.000000000       0.000000000       0.000000000       0.000000000
           0.134722222          48.163881211       0.000000000       0.000000000       0.000000000       0.000000000
           0.136111111          48.070520413       0.000000000       0.000000000       0.000000000       0.000000000
           0.137500000          47.894815233       0.000000000       0.000000000       0.000000000       0.000000000
           0.138888889          47.638503079       0.000000000       0.000000000       0.000000000       0.000000000
           0.140277778          47.304085387       0.000000000       0.000000000       0.000000000       0.000000000
           0.141666667          46.894767359       0.000000000       0.000000000       0.000000000       0.000000000
           0.143055556          46.414382785       0.000000000       0.000000000       0.000000000       0.000000000
           0.144444444          45.867307121       0.000000000       0.000000000       0.000000000       0.000000000
           0.145833333          45.258362384       0.000000000       0.000000000       0.000000000       0.000000000
           0.147222222          44.592717509       0.000000000       0.000000000       0.000000000       0.000000000
           0.148611111          43.875787700       0.000000000       0.000000000       0.000000000       0.000000000
           0.150000000          43.113136062       0.000000000       0.000000000       0.000000000       0.000000000
           0.151388889          42.310380333       0.000000000       0.000000000       0.000000000       0.000000000
           0.152777778          41.473107036       0.000000000       0.000000000       0.000000000       0.000000000
           0.154166667          40.606794802       0.000000000       0.000000000       0.000000000       0.000000000
           0.155555556          39.716748003       0.000000000       0.000000000       0.000000000       0.000000000
           0.156944444          38.808041313       0.000000000       0.000000000       0.000000000       0.000000000
           0.158333333          37.885475320       0.000000000       0.000000000       0.000000000       0.000000000
           0.159722222          36.953542852       0.000000000       0.000000000       0.000000000       0.000000000
           0.161111111          36.016405418       0.000000000       0.000000000       0.000000000       0.000000000
           0.162500000          35.077878850       0.000000000       0.000000000       0.000000000       0.000000000
           0.163888889          34.141427119       0.000000000       0.000000000       0.000000000       0.000000000
           0.165277778          33.210163190       0.000000000       0.000000000       0.000000000       0.000000000
           0.166666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.168055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.169444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.170833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.172222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.173611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.175000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.176388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.177777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.179166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.180555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.181944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.183333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.184722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.186111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.187500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.188888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.190277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.191666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.193055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.194444444           0.000000000     -26.493815792       0.000000000       0.000000000       0.000000000
           0.195833333           0.000000000     -27.143579881       0.000000000       0.000000000       0.000000000
           0.197222222           0.000000000     -27.798122563       0.000000000       0.000000000       0.000000000
           0.198611111           0.000000000     -28.456120902       0.000000000       0.000000000       0.000000000
           0.200000000           0.000000000     -29.116111366       0.000000000       0.000000000       0.000000000
           0.201388889           0.000000000     -29.776486810       0.000000000       0.000000000       0.000000000
           0.202777778           0.000000000     -30.435494987       0.000000000       0.000000000       0.000000000
           0.204166667           0.000000000     -31.091238900       0.000000000       0.000000000       0.000000000
           0.205555556           0.000000000     -31.741679244       0.000000000       0.000000000       0.000000000
           0.206944444           0.000000000     -32.384639225       0.000000000       0.000000000       0.000000000
           0.208333333           0.000000000     -33.017812012       0.000000000       0.000000000       0.000000000
           0.209722222           0.000000000     -33.638771038       0.000000000       0.000000000       0.000000000
           0.211111111           0.000000000     -34.244983338       0.000000000       0.000000000       0.000000000
           0.212500000           0.000000000     -34.833826037       0.000000000       0.000000000       0.000000000
           0.213888889           0.000000000     -35.402606040       0.000000000       0.000000000       0.000000000
           0.215277778           0.000000000     -35.948582886       0.000000000       0.000000000       0.000000000
           0.216666667           0.000000000     -36.468994601       0.000000000       0.000000000       0.000000000
           0.218055556           0.000000000     -36.961086323       0.000000000       0.000000000       0.000000000
           0.219444444           0.000000000     -37.422141305       0.000000000       0.000000000       0.000000000
           0.220833333           0.000000000     -37.849513816       0.000000000       0.000000000       0.000000000
           0.222222222           0.000000000     -38.240663326       0.000000000       0.000000000       0.000000000
           0.223611111           0.000000000     -38.593189273       0.000000000       0.000000000       0.000000000
           0.225000000           0.000000000     -38.904865617       0.000000000       0.000000000       0.000000000
           0.226388889           0.000000000     -39.173674329       0.000000000       0.000000000       0.000000000
           0.227777778           0.000000000     -39.397836923       0.000000000       0.000000000       0.000000000
           0.229166667           0.000000000     -39.575843164       0.000000000       0.000000000       0.000000000
           0.230555556           0.000000000     -39.706476109       0.000000000       0.000000000       0.000000000
           0.231944444           0.000000000     -39.788832713       0.000000000       0.000000000       0.000000000
           0.233333333           0.000000000     -39.822339384       0.000000000       0.000000000       0.000000000
           0.234722222           0.000000000     -39.806761962       0.000000000       0.000000000       0.000000000
           0.236111111           0.000000000     -39.742209820       0.000000000       0.000000000       0.000000000
           0.237500000           0.000000000     -39.629133949       0.000000000       0.000000000       0.000000000
           0.238888889           0.000000000     -39.468319084       0.000000000       0.000000000       0.000000000
           0.240277778           0.000000000     -39.260870130       0.000000000       0.000000000       0.000000000
           0.241666667           0.000000000     -39.008193330       0.000000000       0.000000000       0.000000000
           0.243055556           0.000000000     -38.711972746       0.000000000       0.000000000       0.000000000
           0.244444444           0.000000000     -38.374142798       0.000000000       0.000000000       0.000000000
           0.245833333           0.000000000     -37.996857659       0.000000000       0.000000000       0.000000000
           0.247222222           0.000000000     -37.582458366       0.000000000       0.000000000       0.000000000
           0.248611111           0.000000000     -37.133438563       0.000000000       0.000000000       0.000000000
           0.250000000           0.000000000     -36.652409711       0.000000000       0.000000000       0.000000000
           0.251388889           0.000000000     -36.142066605       0.000000000       0.000000000       0.000000000
           0.252777778           0.000000000     -35.605153928       0.000000000       0.000000000       0.000000000
           0.254166667           0.000000000     -35.044434499       0.000000000       0.000000000       0.000000000
           0.255555556           0.000000000     -34.462659732       0.000000000       0.000000000       0.000000000
           0.256944444           0.000000000     -33.862542737       0.000000000       0.000000000       0.000000000
           0.258333333           0.000000000     -33.246734356       0.000000000       0.000000000       0.000000000
           0.259722222           0.000000000     -32.617802313       0.000000000       0.000000000       0.000000000
           0.261111111           0.000000000     -31.978213558       0.000000000      22.308962881       0.000000000
           0.262500000           0.000000000     -31.330319799       0.000000000      22.821976566       0.000000000
           0.263888889           0.000000000     -30.676346112       0.000000000      23.339673894       0.000000000
           0.265277778           0.000000000     -30.018382476       0.000000000      23.861361987       0.000000000
           0.266666667           0.000000000     -29.358378028       0.000000000       0.000000000       0.000000000
           0.268055556           0.000000000     -28.698137783       0.000000000       0.000000000       0.000000000
           0.269444444           0.000000000     -28.039321559       0.000000000       0.000000000       0.000000000
           0.270833333           0.000000000     -27.383444824       0.000000000       0.000000000       0.000000000
           0.272222222           0.000000000     -26.731881191       0.000000000       0.000000000       0.000000000
           0.273611111           0.000000000     -26.085866288       0.000000000       0.000000000       0.000000000
           0.275000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.276388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.277777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.279166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.280555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.281944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.283333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.284722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.286111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.287500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.288888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.290277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.291666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.293055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.294444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.295833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.297222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.298611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.300000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.301388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.302777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.304166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.305555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.306944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.308333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.309722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.311111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.312500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.313888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.315277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.316666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.318055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.319444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.320833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.322222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.323611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.325000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.326388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.327777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.329166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.330555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.331944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.333333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.334722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.336111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.337500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.338888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.340277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.341666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.343055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.344444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.345833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.347222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.348611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.350000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.351388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.352777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.354166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.355555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.356944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.358333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.359722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.361111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.362500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.363888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.365277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.366666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.368055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.369444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.370833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.372222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.373611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.375000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.376388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.377777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.379166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.380555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.381944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.383333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.384722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.386111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.387500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.388888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.390277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.391666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.393055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.394444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.395833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.397222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.398611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.400000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.401388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.402777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.404166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.405555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.406944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.408333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.409722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.411111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.412500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.413888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.415277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.416666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.418055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.419444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.420833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.422222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.423611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.425000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.426388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.427777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.429166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.430555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.431944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.433333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.434722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.436111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.437500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.438888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.440277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.441666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.443055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.444444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.445833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.447222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.448611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.450000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.451388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.452777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.454166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.455555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.456944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.458333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.459722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.461111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.462500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.463888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.465277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.466666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.468055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.469444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.470833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.472222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.473611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.475000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.476388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.477777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.479166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.480555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.481944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.483333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.484722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.486111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.487500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.488888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.490277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.491666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.493055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.494444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.495833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.497222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.498611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.500000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.501388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.502777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.504166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.505555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.506944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.508333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.509722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.511111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.512500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.513888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.515277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.516666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
